DNI,nombre_completo,promedio_ponderado,creditos_aprobados,facultad,anio_ingreso,condicion_socioeconomica
18650930,Purificación Rico Galán,15.57,57,Psicología,2024,Alto
33840297,Cirino Jiménez Gómez,18.57,63,Psicología,2022,Bajo
63554966,Vito Coello Rubio,12.22,70,Veterinaria,2021,Bajo
90368798,Yésica León Mínguez,13.86,29,Veterinaria,2019,Medio
59147957,Paulina del Priego,19.15,57,Medicina,2018,Alto
86521544,Brígida del Monreal,13.26,117,Medicina,2021,Medio
40588012,Carmina Hervás Arnaiz,13.91,133,Veterinaria,2018,Bajo
12541229,Héctor Teruel Blanes,15.41,49,Veterinaria,2018,Alto
82858266,Jesusa de Borrego,14.74,51,Medicina,2021,Bajo
55029780,Morena Carbó Berrocal,19.65,23,Medicina,2021,Medio
94755335,Lorenza Naranjo Valdés,16.62,44,Medicina,2023,Alto
51580433,Dimas Cerdán-Morell,13.27,87,Salud Pública,2021,Alto
31282361,Vidal Boada Acevedo,11.65,73,Ciencias,2019,Bajo
60987907,Gabino de Bernad,14.51,138,Salud Pública,2022,Alto
89267269,Miguel Ángel Conde-Cabello,11.69,123,Salud Pública,2019,Medio
41473583,Leandro Vaquero Cifuentes,17.82,141,Estomatología,2020,Medio
55008274,Martin Vasco Mate Amores,17.73,179,Medicina,2020,Alto
26664537,Gonzalo Cerezo Goicoechea,12.23,161,Psicología,2019,Medio
39923929,David Bartolomé Amores,13.47,124,Estomatología,2019,Bajo
21329700,Alcides Ortiz Hervia,13.36,21,Psicología,2019,Bajo
22724148,María Carmen Luz Saavedra,11.42,136,Veterinaria,2022,Alto
20248182,Olimpia Losa Ocaña,13.62,125,Psicología,2020,Alto
64087129,Geraldo Mir,19.54,124,Salud Pública,2021,Alto
25734559,Emelina Estefanía Gómez Vallés,13.72,157,Ciencias,2022,Alto
96465616,Eleuterio de Sala,18.8,104,Medicina,2022,Bajo
81133609,Débora Eli Iniesta Ferrández,17.91,85,Medicina,2022,Medio
27761248,Luis Miguel Pagès Atienza,19.62,82,Ciencias,2021,Bajo
87084965,Baldomero Amores Barreda,12.16,100,Medicina,2023,Alto
26918009,Vasco Serra Benito,15.57,122,Salud Pública,2024,Bajo
34105917,Maximiliano Jose Angel Esteve Pedraza,15.72,145,Medicina,2019,Medio
10174035,Anunciación Monreal Roca,11.98,118,Ciencias,2022,Medio
77779443,Celestina Agullo Fuster,19.6,191,Medicina,2020,Alto
35894466,David Albero Rosa,15.83,81,Salud Pública,2023,Bajo
36669981,Leocadia Bauzà Manjón,16.94,82,Salud Pública,2019,Bajo
36707515,Noemí Santos Mulet,18.15,186,Salud Pública,2018,Medio
61799661,Carmen Campillo Blazquez,16.82,196,Ciencias,2023,Medio
14330222,Gerónimo Aníbal Mateu Cuadrado,12.57,124,Medicina,2022,Bajo
15610073,Eladio Juan-Hoyos,16.41,122,Veterinaria,2019,Bajo
40496154,Bernardino Sebastián Moraleda,17.8,57,Veterinaria,2024,Alto
91183792,Carmina Rosado Lumbreras,14.48,141,Medicina,2023,Bajo
13579050,Desiderio Luque Sala,11.87,186,Veterinaria,2018,Alto
32446925,Abilio Rosado Robledo,15.37,123,Psicología,2020,Medio
93621065,Etelvina Lerma Plaza,15.35,140,Veterinaria,2022,Medio
78303372,Custodia Calderón Heredia,19.64,137,Estomatología,2020,Alto
91327540,Marcela Cózar Cuervo,18.26,107,Psicología,2019,Alto
24136701,Mercedes Sanmartín,17.53,163,Ciencias,2018,Alto
26044195,Macario Almagro Ortiz,17.72,132,Ciencias,2020,Alto
50947784,Dionisia Paz Sarabia,14.74,149,Estomatología,2020,Medio
91467504,Vasco Galvez Moraleda,14.44,149,Ciencias,2024,Alto
67269805,Odalis Cepeda Pombo,17.28,31,Veterinaria,2021,Medio
67445305,Florentino Girón,13.34,111,Ciencias,2024,Medio
42299782,Elías Aranda-Ferreras,12.1,163,Estomatología,2023,Bajo
83183993,Heraclio Jesús Perea Palau,12.36,73,Estomatología,2022,Bajo
37458943,Amelia Artigas Pascual,16.65,96,Estomatología,2024,Bajo
83155755,Rafael del Reina,17.3,94,Medicina,2022,Alto
47410328,Édgar Arias Somoza,17.49,198,Ciencias,2019,Alto
48064593,Ricarda Olmo-Gil,12.2,161,Medicina,2021,Alto
33825665,Jennifer Débora Pedraza Lasa,18.04,196,Psicología,2020,Medio
30105337,Remigio Olmedo Ramos,16.49,163,Medicina,2019,Alto
77970142,Guadalupe Lladó-Lerma,19.49,182,Medicina,2019,Medio
43723330,Aurora Piñeiro Amores,13.52,84,Medicina,2018,Bajo
20221281,Édgar Vargas,17.83,129,Salud Pública,2022,Alto
54405035,Carla Pomares Daza,16.76,28,Veterinaria,2022,Alto
88664839,Teobaldo Gómez Vázquez,13.03,67,Veterinaria,2022,Alto
33850579,Seve Somoza Cazorla,14.36,82,Psicología,2023,Bajo
83480043,Edu del Lucas,12.17,53,Medicina,2023,Alto
20441392,Manu Vicens,16.14,158,Ciencias,2022,Bajo
44179766,Damián Vázquez Miralles,14.15,87,Medicina,2023,Bajo
67735113,Camila Ruperta Pérez Múgica,11.43,101,Veterinaria,2021,Alto
52574638,Narcisa Palmer Recio,18.87,158,Estomatología,2021,Alto
80561851,Reyes Echeverría López,14.07,159,Ciencias,2021,Bajo
23377512,Felipa Olivares Tejedor,16.12,59,Salud Pública,2022,Bajo
38743781,Áurea Roldán Riba,17.7,21,Veterinaria,2021,Alto
80414520,Jeremías Paniagua Arnaiz,12.12,135,Salud Pública,2023,Medio
28242229,Rogelio Amador Antúnez,19.06,55,Estomatología,2023,Bajo
49924058,Olalla Reyes Ibáñez,17.01,165,Veterinaria,2021,Bajo
21607362,Silvia Arce-Girona,13.18,134,Ciencias,2019,Bajo
31418384,Raúl Mercader Pons,18.28,41,Veterinaria,2022,Bajo
38577326,Primitiva Maldonado Lobato,18.72,38,Estomatología,2021,Medio
26134741,Severiano Duque,11.51,102,Ciencias,2019,Alto
54936577,Aarón Narváez-Alcolea,18.27,130,Ciencias,2024,Alto
61354780,Flavia Aparicio,15.51,180,Estomatología,2021,Alto
83317162,Xavier de Hoz,13.23,178,Estomatología,2020,Alto
39619096,Emilia Virginia Escalona Pera,15.02,158,Ciencias,2022,Alto
33723139,Macarena Escolano Fernandez,17.61,165,Ciencias,2019,Bajo
54866843,Anselma Mate Valle,13.89,37,Veterinaria,2019,Medio
79734625,Marcio Ángel Rodriguez,13.35,29,Psicología,2024,Medio
67383137,Enrique Monreal Jara,11.78,175,Veterinaria,2020,Alto
26753063,Aroa Medina Falcón,11.98,86,Ciencias,2022,Medio
87710299,Malena Quiroga Torrents,17.89,52,Veterinaria,2023,Alto
70710763,Adán Gómez Martí,16.68,106,Medicina,2020,Medio
55106213,María Jesús Calvet-Segarra,12.63,36,Psicología,2018,Medio
76430998,Loida Domingo Soria,15.86,127,Estomatología,2018,Bajo
22974690,Máximo de Valderrama,18.48,172,Estomatología,2019,Alto
10214699,Gracia Pérez Gordillo,11.83,36,Salud Pública,2019,Alto
49948387,Rufino de Roca,15.05,170,Estomatología,2021,Bajo
70518269,María Teresa Barba Redondo,14.54,168,Veterinaria,2021,Bajo
78089584,Poncio Lopez-Talavera,12.42,161,Veterinaria,2024,Bajo
24849196,Toño Apolinar Morales Calleja,11.47,68,Medicina,2018,Medio
46708096,Luisa Begoña Gutierrez Alemany,13.01,103,Estomatología,2019,Alto
72235885,Tecla Gala Amaya Palacios,19.78,163,Ciencias,2021,Bajo
72467130,Valerio Matías Ferrer Molins,16.72,110,Psicología,2019,Alto
15736654,José Antonio Bartolomé Dalmau,17.98,191,Veterinaria,2019,Bajo
44498634,Elisabet Benet Duran,19.12,28,Psicología,2023,Alto
62647208,Timoteo Saavedra Fonseca,12.61,117,Veterinaria,2021,Alto
47791411,Griselda Dalmau Vargas,12.53,61,Veterinaria,2018,Medio
81437894,Pilar del Tamayo,15.73,29,Medicina,2024,Alto
69118704,Jaime Bernardo Barragán Bauzà,12.14,54,Ciencias,2022,Medio
35236605,Marcela Codina Rodríguez,11.92,183,Veterinaria,2018,Alto
60647504,Amaya Colomer Zabaleta,14.06,158,Veterinaria,2020,Alto
72313355,Rómulo del Viñas,14.21,179,Salud Pública,2018,Medio
48180837,Apolonia Solano Sotelo,12.55,90,Veterinaria,2021,Bajo
76607603,Fabio Llano Alegre,11.43,80,Salud Pública,2024,Medio
95140930,Amalia Marin Seco,15.68,174,Salud Pública,2022,Medio
84789884,Raúl Lucena Llopis,19.82,165,Medicina,2019,Bajo
35055622,Candelaria Canet Rodríguez,14.95,37,Ciencias,2023,Alto
16897072,Anselmo Cuenca Arenas,16.18,127,Veterinaria,2019,Bajo
50793637,Ezequiel Barriga Montero,12.33,118,Salud Pública,2024,Bajo
10270674,Curro Jover Sebastián,19.81,78,Veterinaria,2021,Bajo
15022541,Alcides Osuna Morales,15.74,176,Ciencias,2021,Medio
65938065,Amílcar Sotelo Sanmartín,19.87,40,Ciencias,2020,Bajo
44118608,Rosa María Galan Echevarría,15.01,30,Ciencias,2019,Medio
80707938,Dalila Cuesta-Morera,19.23,94,Medicina,2018,Bajo
35582048,Pedro Gibert Giménez,16.0,113,Ciencias,2019,Medio
26014313,Juan Antonio Milla-Jaume,12.61,112,Ciencias,2019,Alto
54167782,Soraya Íngrid Zabala Atienza,16.17,137,Salud Pública,2019,Bajo
92787743,Roldán Cuéllar-Parejo,19.18,89,Veterinaria,2018,Medio
32733844,Hilario Echeverría,15.71,48,Salud Pública,2018,Bajo
60031908,Adoración Cámara Milla,17.81,76,Ciencias,2022,Bajo
74885753,José Ángel Becerra Manzano,16.63,34,Veterinaria,2021,Bajo
17774173,Blanca Abellán Crespi,12.21,178,Estomatología,2018,Alto
92527327,María Dolores Garriga Lladó,17.85,178,Psicología,2020,Alto
90993509,Montserrat Verdugo,16.2,86,Salud Pública,2019,Alto
82312016,Maribel Lillo Lopez,13.5,104,Psicología,2022,Alto
17862245,Nicodemo Alcántara Crespi,16.01,122,Veterinaria,2018,Bajo
38406524,Luz Dalila Meléndez Poza,12.45,129,Veterinaria,2024,Alto
70640175,Alejandra Monreal,15.67,91,Medicina,2021,Medio
50150393,Florinda Cid Murcia,13.1,80,Medicina,2018,Alto
77439282,Alicia Azucena Carballo Niño,16.26,95,Ciencias,2020,Alto
73071595,Juan Escribano,18.41,26,Salud Pública,2022,Bajo
76680404,Javiera del Gargallo,12.5,50,Medicina,2023,Alto
86508401,Sebastián Escamilla Vera,15.93,32,Psicología,2019,Bajo
79585075,Zoraida Pujadas-Cánovas,12.49,163,Estomatología,2018,Medio
32502349,Judith Torrent Costa,16.76,200,Salud Pública,2021,Alto
92943546,Donato Borrell Tomás,19.99,79,Salud Pública,2018,Bajo
81155923,Pascuala Beltran Duarte,16.59,97,Ciencias,2022,Medio
73378923,María Carmen Niño Llano,18.58,134,Veterinaria,2018,Alto
75204274,Purificación Dueñas Vives,11.27,162,Veterinaria,2020,Alto
57818346,Sandalio Agustín Muro,19.77,29,Medicina,2019,Alto
45120414,Baudelio Pareja Cañete,11.17,78,Psicología,2020,Bajo
64631312,Eugenia Riquelme Mendez,15.86,95,Ciencias,2021,Medio
71873666,Josep de Andrés,19.69,198,Estomatología,2021,Medio
88655771,Corona Segarra Pareja,15.25,107,Medicina,2023,Medio
66916241,Desiderio Narciso Borrell Trillo,17.22,40,Veterinaria,2018,Medio
30753457,Edmundo Montenegro Ibarra,14.01,92,Medicina,2020,Bajo
99509496,Moreno Moles Mora,12.88,101,Veterinaria,2020,Bajo
17673693,César del Uriarte,14.64,176,Estomatología,2018,Alto
60588750,Anita Gonzalez Larrea,14.54,46,Psicología,2023,Medio
80414234,Agapito Batlle Velasco,15.02,108,Veterinaria,2024,Medio
34654197,Severiano Estévez,18.17,66,Psicología,2020,Alto
37989324,Rosario de Peña,11.99,56,Salud Pública,2018,Bajo
96520713,Encarnacion de Águila,14.81,36,Estomatología,2024,Alto
56292046,Narciso Grande Bastida,13.81,23,Psicología,2021,Bajo
65008469,Agapito Chacón,19.73,118,Psicología,2022,Alto
85265886,Chita Viana Hervás,17.52,29,Ciencias,2021,Bajo
19622180,Carmela Fabregat Nuñez,18.46,160,Salud Pública,2021,Alto
52825799,Marcos Lluch Llanos,13.0,60,Medicina,2019,Medio
34258377,Jacinta Folch Villaverde,15.58,119,Estomatología,2024,Alto
73346747,Cándida Manjón-Cases,15.33,34,Salud Pública,2024,Medio
95076180,Félix Carbonell Reina,18.97,135,Veterinaria,2019,Bajo
73484066,Severo Sanmiguel-Chacón,15.05,49,Psicología,2023,Alto
72465135,Mireia Reina Nuñez,13.58,23,Medicina,2019,Medio
61162866,Soraya Losada Tapia,15.24,166,Veterinaria,2020,Medio
21902795,Feliciana Rosales Calvo,12.56,187,Medicina,2022,Alto
87280965,Amelia Tejedor Enríquez,16.14,134,Estomatología,2019,Bajo
30289089,Lisandro Herrero Dueñas,18.9,54,Veterinaria,2019,Alto
15467157,Ulises Hidalgo Sola,12.83,95,Salud Pública,2020,Bajo
90279654,Maite Tomas Solera,14.41,111,Salud Pública,2023,Alto
40423299,Cruz Ferrán,16.47,21,Ciencias,2020,Bajo
18141731,Sandra Bou Navarrete,19.68,53,Medicina,2023,Alto
51813730,Adrián Goicoechea Sandoval,16.8,150,Psicología,2021,Bajo
41204503,Filomena Morante,14.58,166,Ciencias,2021,Alto
93163719,Patricio Camps Cifuentes,19.72,133,Psicología,2022,Medio
10086480,María Fernanda Prieto Sanz,18.97,93,Psicología,2023,Medio
22783433,León Escrivá Silva,16.56,191,Salud Pública,2022,Medio
80258265,Samuel Larrea Blanco,13.02,90,Ciencias,2018,Alto
29908786,Odalys Mamen Arnal Rivera,19.65,109,Salud Pública,2022,Bajo
54712886,Delfina Salom Castellanos,17.51,156,Medicina,2020,Alto
54223863,Roberto Caballero Lago,17.14,148,Psicología,2022,Bajo
94505645,Plácido Carranza Roura,16.61,129,Ciencias,2023,Alto
30064112,Eligia Chamorro-Amo,16.25,79,Ciencias,2022,Alto
92578294,Venceslás Ortuño Rocamora,12.39,67,Salud Pública,2020,Medio
48615690,Manuela del Cruz,15.59,125,Ciencias,2021,Alto
85759700,Clímaco Carmelo Madrid Núñez,15.91,39,Psicología,2022,Medio
10014635,Selena Canals Roura,14.3,97,Psicología,2018,Alto
38661967,Loreto Carrasco Moya,15.02,112,Ciencias,2022,Bajo
50004976,Isabela Priscila Benavent Cantero,12.67,153,Salud Pública,2022,Medio
82019569,Florina Sevilla,12.68,79,Salud Pública,2019,Alto
21349802,Blas Morcillo,18.71,189,Medicina,2023,Medio
70885971,Agustín Gallego Sarabia,17.94,63,Estomatología,2018,Alto
72352801,Alejandra Gabaldón Quevedo,13.74,174,Veterinaria,2019,Bajo
10857771,Nando Sainz Pereira,17.9,153,Ciencias,2019,Medio
41983182,Adora Amo Sacristán,16.06,143,Salud Pública,2021,Medio
20543234,Maite Vall Rojas,17.87,56,Psicología,2022,Bajo
55920422,Loreto Daniel Jaume Vila,16.18,177,Salud Pública,2019,Alto
87724430,Bautista Gárate Amo,12.31,159,Estomatología,2022,Alto
69316993,Baldomero Real Casares,16.61,42,Salud Pública,2022,Alto
44011131,Cristina Sebastián Tamayo,14.13,170,Ciencias,2023,Alto
78438633,Renato Fuentes Tolosa,12.76,82,Salud Pública,2020,Bajo
31706451,Anastasia Rivero Duran,12.23,180,Estomatología,2020,Alto
82497257,Mariano Ramírez Anaya,16.07,108,Veterinaria,2018,Alto
55275508,Nerea Roura Pol,19.85,116,Veterinaria,2019,Alto
42589662,Sabina Pulido Viña,15.9,21,Salud Pública,2020,Medio
50096934,Joaquín Hierro Blanes,19.58,129,Psicología,2021,Alto
22228360,Bárbara Diaz Blanes,17.89,160,Medicina,2024,Medio
91130487,Goyo Bello Buendía,19.3,93,Estomatología,2022,Medio
19870102,María Cristina Nebot,19.64,154,Estomatología,2023,Alto
96704497,Flavio Lluch Nieto,14.72,152,Psicología,2023,Alto
33308685,Marcelino del Cuesta,15.19,164,Estomatología,2020,Alto
44386600,Dulce Salazar Esparza,16.84,121,Veterinaria,2020,Bajo
34571105,Víctor Castañeda Borja,16.36,119,Medicina,2023,Medio
45504923,Ramona Lobo Perera,19.44,104,Estomatología,2024,Medio
20625663,Julián Chico Carrión,15.14,148,Veterinaria,2022,Bajo
16717379,Sosimo Coll,19.49,22,Veterinaria,2021,Bajo
63064141,Úrsula del Costa,19.15,136,Medicina,2018,Bajo
23668531,Luna Rius Mendoza,15.37,152,Estomatología,2020,Bajo
44023942,Carlota Rios Vega,13.56,30,Psicología,2023,Medio
52531086,Heraclio Soto Mora,15.8,97,Psicología,2023,Alto
47979907,Francisco Jose Casanova Sáez,12.76,99,Estomatología,2019,Alto
28471200,Rodrigo Lluch Riera,19.22,115,Veterinaria,2019,Alto
82899919,Clímaco del Arteaga,18.34,91,Ciencias,2024,Medio
26419504,Clarisa Carnero,12.84,104,Psicología,2018,Bajo
97116265,Borja de Cabañas,13.63,196,Ciencias,2019,Bajo
56092871,Trinidad Marcos Beltran,15.39,24,Veterinaria,2018,Medio
51430699,Ana Belén Feijoo Beltran,17.08,68,Medicina,2024,Medio
97376995,Desiderio Jiménez Moraleda,17.29,60,Estomatología,2023,Medio
17693483,Raquel Cortina-Feijoo,17.23,69,Psicología,2018,Medio
38107548,Natividad Busquets Mendizábal,12.23,81,Salud Pública,2024,Alto
38938744,Cecilio de Canales,12.97,55,Medicina,2020,Bajo
52781429,Jose Angel Gutiérrez Giralt,15.95,169,Estomatología,2022,Alto
92165383,Poncio Ayuso Serna,17.53,122,Veterinaria,2019,Alto
68595759,Gabriela Montesinos Benito,12.86,136,Veterinaria,2019,Medio
26111470,Merche del Hoz,19.71,127,Salud Pública,2020,Bajo
75620421,Candela Prat Amat,19.26,82,Estomatología,2018,Alto
63886718,Almudena Fuertes-Almeida,18.69,110,Veterinaria,2018,Bajo
53602939,José Manuel Leocadio Uribe Coll,11.82,44,Salud Pública,2021,Bajo
66487531,Mirta Tejero-Orozco,18.81,43,Salud Pública,2022,Medio
85639200,Nando Blanes Jerez,19.47,189,Ciencias,2021,Medio
65953154,Abilio de Bru,12.96,31,Ciencias,2023,Medio
42600037,Telmo Aroca-Vallés,17.94,90,Medicina,2018,Bajo
77896913,Albino Llopis Antúnez,14.19,25,Psicología,2019,Bajo
96082039,Manolo Niño Pedrosa,17.54,115,Veterinaria,2023,Alto
85700913,Alonso Busquets Ramos,19.43,169,Medicina,2019,Alto
53140299,Basilio Ureña-Asenjo,19.41,76,Psicología,2020,Bajo
34637285,Berto de Estrada,11.39,142,Estomatología,2019,Medio
86445584,Bernabé Ricardo Bolaños Samper,12.61,83,Estomatología,2024,Alto
34797475,Moreno Salazar-Piñol,11.4,175,Estomatología,2021,Medio
42103713,Amador Jaume Bou,17.16,161,Ciencias,2020,Bajo
16746483,Constanza Mir-Morera,17.73,133,Medicina,2023,Bajo
51715979,Tito Durán Fábregas,16.1,20,Ciencias,2019,Alto
36782491,Godofredo Gonzalez Ramis,19.8,153,Psicología,2022,Medio
84901986,Joel Pina Elías,18.33,178,Medicina,2019,Alto
68150649,Fabricio Graciano Correa Gras,17.33,195,Veterinaria,2020,Alto
40224498,Teodoro Diaz Pont,19.21,189,Estomatología,2024,Medio
24748925,Felicia Sevillano Mendez,14.56,126,Medicina,2023,Bajo
94210986,Jovita Yéssica Roman Jaume,13.41,149,Psicología,2018,Alto
38414418,Aurora Gonzalez Valera,12.56,79,Salud Pública,2023,Bajo
72630240,Sarita Moles,17.57,38,Salud Pública,2020,Bajo
73438988,Gerónimo Villanueva,19.11,22,Veterinaria,2021,Alto
31353562,Patricia Quesada Coca,17.28,163,Psicología,2018,Medio
51004194,Benigno Lillo,16.66,130,Salud Pública,2018,Alto
63604097,Custodia de Lastra,12.47,27,Salud Pública,2018,Medio
48379559,Juanito Olivé Ramos,13.12,89,Psicología,2019,Bajo
47853138,Chucho Haro Patiño,18.23,55,Psicología,2021,Alto
86068808,Chus Antonia Moreno Echeverría,11.81,182,Salud Pública,2023,Alto
38394151,María Carmen Bolaños Sans,16.9,101,Veterinaria,2021,Alto
71357014,Virgilio Canet Peinado,17.11,49,Medicina,2019,Alto
92370325,Brígida Arellano Azcona,14.54,197,Medicina,2024,Bajo
98914796,Isidoro del Lamas,16.5,192,Salud Pública,2022,Alto
27115951,Amarilis Pina Hervás,15.77,30,Estomatología,2018,Alto
10662318,Alma Serna Corbacho,15.7,172,Psicología,2021,Bajo
34740237,Amalia Sarabia-Vázquez,19.33,38,Psicología,2021,Alto
99174079,Lorenzo Ramirez Marco,17.93,194,Salud Pública,2022,Medio
81494232,Vera Osuna Guerra,11.55,149,Salud Pública,2018,Medio
57434243,Ariadna Canet Barranco,18.3,75,Salud Pública,2023,Alto
90680359,Aura Heras Rosa,18.61,188,Estomatología,2023,Medio
54230637,Aarón de Blanco,16.95,93,Ciencias,2024,Bajo
44701028,Gala Vizcaíno Casals,16.98,66,Salud Pública,2018,Alto
94671428,Gema Larrañaga Borja,16.43,33,Psicología,2020,Medio
46647504,Socorro Diana Benitez Sanz,11.88,168,Medicina,2019,Medio
42404259,Lucho Guerra Fernández,12.91,161,Veterinaria,2020,Medio
25799163,Ildefonso Puente Luís,13.77,182,Psicología,2018,Alto
33085051,Liliana Vilalta Real,15.86,139,Ciencias,2022,Medio
76977415,Rosalina Comas Solera,14.2,117,Psicología,2021,Bajo
93347173,Dorita Valdés Zaragoza,17.37,179,Salud Pública,2020,Medio
65733708,Florentina del Lara,15.65,95,Medicina,2024,Alto
13305466,Ruperto Manuel Perera,19.75,39,Psicología,2020,Medio
89733297,Diego Zapata Lobo,17.19,66,Estomatología,2023,Alto
66514801,Amanda Herminia Abella Sebastián,18.11,98,Medicina,2021,Medio
20359942,Claudio Arranz Arnau,18.08,27,Veterinaria,2024,Bajo
68045878,Casemiro Perelló Palacios,13.63,45,Ciencias,2023,Alto
78825846,Domitila Bustamante Calatayud,14.83,65,Estomatología,2022,Medio
16250272,Valerio Vera-Acosta,11.09,41,Veterinaria,2023,Alto
37781318,Amaya del Zorrilla,14.1,77,Medicina,2022,Medio
65004876,Federico Miranda Montserrat,13.16,149,Veterinaria,2019,Bajo
58546527,Primitivo del Araujo,13.88,158,Estomatología,2018,Bajo
48559505,Teófilo Cabo Cervantes,13.93,86,Psicología,2023,Alto
21771655,Constanza Frutos,17.05,48,Ciencias,2024,Alto
21204554,Liliana Arregui Tejedor,14.83,158,Psicología,2020,Medio
66123715,Heriberto Cabeza Múgica,12.5,52,Ciencias,2021,Bajo
36815093,Dalila Palomino Hoz,11.36,32,Medicina,2024,Bajo
85308799,Pío Aparicio Calleja,16.14,113,Salud Pública,2019,Medio
84052211,Rafael Pera Jove,16.55,192,Estomatología,2022,Alto
25261669,Rosa María Linares Estévez,17.5,144,Medicina,2024,Bajo
71482949,Bruno Carbonell Vega,19.02,77,Medicina,2020,Alto
86942568,Dalila Vergara-Ledesma,14.12,101,Psicología,2021,Medio
22745142,Darío del Gil,18.41,36,Veterinaria,2020,Alto
23447387,Guadalupe Felicidad Garriga Múñiz,11.95,148,Ciencias,2020,Alto
59293390,Miguela Piñol Alberola,16.84,120,Estomatología,2023,Medio
12121075,Rubén Molins-Marcos,11.49,101,Estomatología,2019,Medio
70411913,Ovidio del Vergara,19.17,21,Ciencias,2023,Bajo
44309007,Manu Royo Pereira,12.51,31,Medicina,2023,Bajo
81551626,Carmen Izquierdo Yuste,17.01,183,Salud Pública,2022,Medio
12221050,Faustino Dueñas Garay,17.84,187,Salud Pública,2020,Alto
42025274,Esteban Rivas Vizcaíno,12.59,120,Medicina,2021,Alto
90541212,Íngrid Vazquez Esteve,12.49,106,Veterinaria,2024,Alto
35761167,Jose Miguel Luján Narváez,19.31,100,Ciencias,2023,Alto
10128505,Cipriano Guerra-Villena,11.08,143,Estomatología,2018,Alto
57575798,Coral Serrano Zaragoza,14.59,64,Estomatología,2023,Bajo
81620273,Calista Macaria Rivero Julián,11.08,125,Estomatología,2018,Alto
